tipo,quantidade,faixaEtaria,letalidade,mortalidade,data
Óbitos,0,05-11,0.0,0.0,2020-01-29
Óbitos,0,12-17,0.0,0.0,2020-01-29
Óbitos,0,18-30,0.0,0.0,2020-01-29
Óbitos,0,31-40,0.0,0.0,2020-01-29
Óbitos,0,41-50,0.0,0.0,2020-01-29
Óbitos,0,51-60,0.0,0.0,2020-01-29
Óbitos,0,61-70,0.0,0.0,2020-01-29
Óbitos,0,71-79,0.0,0.0,2020-01-29
Óbitos,0,80 ou mais,0.0,0.0,2020-01-29
Óbitos,0,00-02,0.0,0.0,2020-01-30
Óbitos,0,03-04,0.0,0.0,2020-01-30
Óbitos,0,05-11,0.0,0.0,2020-01-30
Óbitos,0,12-17,0.0,0.0,2020-01-30
Óbitos,0,18-30,0.0,0.0,2020-01-30
Óbitos,0,31-40,0.0,0.0,2020-01-30
Óbitos,0,41-50,0.0,0.0,2020-01-30
Óbitos,0,51-60,0.0,0.0,2020-01-30
Óbitos,0,61-70,0.0,0.0,2020-01-30
Óbitos,0,71-79,0.0,0.0,2020-01-30
Óbitos,0,80 ou mais,0.0,0.0,2020-01-30
Óbitos,0,00-02,0.0,0.0,2020-01-31
Óbitos,0,03-04,0.0,0.0,2020-01-31
Óbitos,0,05-11,0.0,0.0,2020-01-31
Óbitos,0,12-17,0.0,0.0,2020-01-31
Óbitos,0,18-30,0.0,0.0,2020-01-31
Óbitos,0,31-40,0.0,0.0,2020-01-31
Óbitos,0,41-50,0.0,0.0,2020-01-31
Óbitos,0,51-60,0.0,0.0,2020-01-31
Óbitos,0,61-70,0.0,0.0,2020-01-31
Óbitos,0,71-79,0.0,0.0,2020-01-31
Óbitos,0,80 ou mais,0.0,0.0,2020-01-31
Óbitos,0,00-02,0.0,0.0,2020-02-01
Óbitos,0,03-04,0.0,0.0,2020-02-01
Óbitos,0,05-11,0.0,0.0,2020-02-01
Óbitos,0,12-17,0.0,0.0,2020-02-01
Óbitos,0,18-30,0.0,0.0,2020-02-01
Óbitos,0,31-40,0.0,0.0,2020-02-01
Óbitos,0,41-50,0.0,0.0,2020-02-01
Óbitos,0,51-60,0.0,0.0,2020-02-01
Óbitos,0,61-70,0.0,0.0,2020-02-01
Óbitos,0,71-79,0.0,0.0,2020-02-01
Óbitos,0,80 ou mais,0.0,0.0,2020-02-01
Óbitos,0,00-02,0.0,0.0,2020-02-02
Óbitos,0,03-04,0.0,0.0,2020-02-02
Óbitos,0,05-11,0.0,0.0,2020-02-02
Óbitos,0,12-17,0.0,0.0,2020-02-02
Óbitos,0,18-30,0.0,0.0,2020-02-02
Óbitos,0,31-40,0.0,0.0,2020-02-02
Óbitos,0,41-50,0.0,0.0,2020-02-02
Óbitos,0,51-60,0.0,0.0,2020-02-02
Óbitos,0,61-70,0.0,0.0,2020-02-02
Óbitos,0,71-79,0.0,0.0,2020-02-02
Óbitos,0,80 ou mais,0.0,0.0,2020-02-02
Óbitos,0,00-02,0.0,0.0,2020-02-03
Óbitos,0,03-04,0.0,0.0,2020-02-03
Óbitos,0,05-11,0.0,0.0,2020-02-03
Óbitos,0,12-17,0.0,0.0,2020-02-03
Óbitos,0,18-30,0.0,0.0,2020-02-03
Óbitos,0,31-40,0.0,0.0,2020-02-03
Óbitos,0,41-50,0.0,0.0,2020-02-03
Óbitos,0,51-60,0.0,0.0,2020-02-03
Óbitos,0,61-70,0.0,0.0,2020-02-03
Óbitos,0,71-79,0.0,0.0,2020-02-03
Óbitos,0,80 ou mais,0.0,0.0,2020-02-03
Óbitos,0,00-02,0.0,0.0,2020-02-04
Óbitos,0,03-04,0.0,0.0,2020-02-04
Óbitos,0,05-11,0.0,0.0,2020-02-04
Óbitos,0,12-17,0.0,0.0,2020-02-04
Óbitos,0,18-30,0.0,0.0,2020-02-04
Óbitos,0,31-40,0.0,0.0,2020-02-04
Óbitos,0,41-50,0.0,0.0,2020-02-04
Óbitos,0,51-60,0.0,0.0,2020-02-04
Óbitos,0,61-70,0.0,0.0,2020-02-04
Óbitos,0,71-79,0.0,0.0,2020-02-04
Óbitos,0,80 ou mais,0.0,0.0,2020-02-04
Óbitos,0,00-02,0.0,0.0,2020-02-05
Óbitos,0,03-04,0.0,0.0,2020-02-05
Óbitos,0,05-11,0.0,0.0,2020-02-05
Óbitos,0,12-17,0.0,0.0,2020-02-05
Óbitos,0,18-30,0.0,0.0,2020-02-05
Óbitos,0,31-40,0.0,0.0,2020-02-05
Óbitos,0,41-50,0.0,0.0,2020-02-05
Óbitos,0,51-60,0.0,0.0,2020-02-05
Óbitos,0,61-70,0.0,0.0,2020-02-05
Óbitos,0,71-79,0.0,0.0,2020-02-05
Óbitos,0,80 ou mais,0.0,0.0,2020-02-05
Óbitos,0,00-02,0.0,0.0,2020-02-06
Óbitos,0,03-04,0.0,0.0,2020-02-06
Óbitos,0,05-11,0.0,0.0,2020-02-06
Óbitos,0,12-17,0.0,0.0,2020-02-06
Óbitos,0,18-30,0.0,0.0,2020-02-06
Óbitos,0,31-40,0.0,0.0,2020-02-06
Óbitos,0,41-50,0.0,0.0,2020-02-06
Óbitos,0,51-60,0.0,0.0,2020-02-06
Óbitos,0,61-70,0.0,0.0,2020-02-06
Óbitos,0,71-79,0.0,0.0,2020-02-06
Óbitos,0,80 ou mais,0.0,0.0,2020-02-06
Óbitos,0,00-02,0.0,0.0,2020-02-07
Óbitos,0,03-04,0.0,0.0,2020-02-07
Óbitos,0,05-11,0.0,0.0,2020-02-07
Óbitos,0,12-17,0.0,0.0,2020-02-07
Óbitos,0,18-30,0.0,0.0,2020-02-07
Óbitos,0,31-40,0.0,0.0,2020-02-07
Óbitos,0,41-50,0.0,0.0,2020-02-07
Óbitos,0,51-60,0.0,0.0,2020-02-07
Óbitos,0,61-70,0.0,0.0,2020-02-07
Óbitos,0,71-79,0.0,0.0,2020-02-07
Óbitos,0,80 ou mais,0.0,0.0,2020-02-07
Óbitos,0,00-02,0.0,0.0,2020-02-08
Óbitos,0,03-04,0.0,0.0,2020-02-08
Óbitos,0,05-11,0.0,0.0,2020-02-08
Óbitos,0,12-17,0.0,0.0,2020-02-08
Óbitos,0,18-30,0.0,0.0,2020-02-08
Óbitos,0,31-40,0.0,0.0,2020-02-08
Óbitos,0,41-50,0.0,0.0,2020-02-08
Óbitos,0,51-60,0.0,0.0,2020-02-08
Óbitos,0,61-70,0.0,0.0,2020-02-08
Óbitos,0,71-79,0.0,0.0,2020-02-08
Óbitos,0,80 ou mais,0.0,0.0,2020-02-08
Óbitos,0,00-02,0.0,0.0,2020-02-09
Óbitos,0,03-04,0.0,0.0,2020-02-09
Óbitos,0,05-11,0.0,0.0,2020-02-09
Óbitos,0,12-17,0.0,0.0,2020-02-09
Óbitos,0,18-30,0.0,0.0,2020-02-09
Óbitos,0,31-40,0.0,0.0,2020-02-09
Óbitos,0,41-50,0.0,0.0,2020-02-09
Óbitos,0,51-60,0.0,0.0,2020-02-09
Óbitos,0,61-70,0.0,0.0,2020-02-09
Óbitos,0,71-79,0.0,0.0,2020-02-09
Óbitos,0,80 ou mais,0.0,0.0,2020-02-09
Óbitos,0,00-02,0.0,0.0,2020-02-10
Óbitos,0,03-04,0.0,0.0,2020-02-10
Óbitos,0,05-11,0.0,0.0,2020-02-10
Óbitos,0,12-17,0.0,0.0,2020-02-10
Óbitos,0,18-30,0.0,0.0,2020-02-10
Óbitos,0,31-40,0.0,0.0,2020-02-10
Óbitos,0,41-50,0.0,0.0,2020-02-10
Óbitos,0,51-60,0.0,0.0,2020-02-10
Óbitos,0,61-70,0.0,0.0,2020-02-10
Óbitos,0,71-79,0.0,0.0,2020-02-10
Óbitos,0,80 ou mais,0.0,0.0,2020-02-10
Óbitos,0,00-02,0.0,0.0,2020-02-11
Óbitos,0,03-04,0.0,0.0,2020-02-11
Óbitos,0,05-11,0.0,0.0,2020-02-11
Óbitos,0,12-17,0.0,0.0,2020-02-11
Óbitos,0,18-30,0.0,0.0,2020-02-11
Óbitos,0,31-40,0.0,0.0,2020-02-11
Óbitos,0,41-50,0.0,0.0,2020-02-11
Óbitos,0,51-60,0.0,0.0,2020-02-11
Óbitos,0,61-70,0.0,0.0,2020-02-11
Óbitos,0,71-79,0.0,0.0,2020-02-11
Óbitos,0,80 ou mais,0.0,0.0,2020-02-11
Óbitos,0,00-02,0.0,0.0,2020-02-12
Óbitos,0,03-04,0.0,0.0,2020-02-12
Óbitos,0,05-11,0.0,0.0,2020-02-12
Óbitos,0,12-17,0.0,0.0,2020-02-12
Óbitos,0,18-30,0.0,0.0,2020-02-12
Óbitos,0,31-40,0.0,0.0,2020-02-12
Óbitos,0,41-50,0.0,0.0,2020-02-12
Óbitos,0,51-60,0.0,0.0,2020-02-12
Óbitos,0,61-70,0.0,0.0,2020-02-12
Óbitos,0,71-79,0.0,0.0,2020-02-12
Óbitos,0,80 ou mais,0.0,0.0,2020-02-12
Óbitos,0,00-02,0.0,0.0,2020-02-13
Óbitos,0,03-04,0.0,0.0,2020-02-13
Óbitos,0,05-11,0.0,0.0,2020-02-13
Óbitos,0,12-17,0.0,0.0,2020-02-13
Óbitos,0,18-30,0.0,0.0,2020-02-13
Óbitos,0,31-40,0.0,0.0,2020-02-13
Óbitos,0,41-50,0.0,0.0,2020-02-13
Óbitos,0,51-60,0.0,0.0,2020-02-13
Óbitos,0,61-70,0.0,0.0,2020-02-13
Óbitos,0,71-79,0.0,0.0,2020-02-13
Óbitos,0,80 ou mais,0.0,0.0,2020-02-13
Óbitos,0,00-02,0.0,0.0,2020-02-14
Óbitos,0,03-04,0.0,0.0,2020-02-14
Óbitos,0,05-11,0.0,0.0,2020-02-14
Óbitos,0,12-17,0.0,0.0,2020-02-14
Óbitos,0,18-30,0.0,0.0,2020-02-14
Óbitos,0,31-40,0.0,0.0,2020-02-14
Óbitos,0,41-50,0.0,0.0,2020-02-14
Óbitos,0,51-60,0.0,0.0,2020-02-14
Óbitos,0,61-70,0.0,0.0,2020-02-14
Óbitos,0,71-79,0.0,0.0,2020-02-14
Óbitos,0,80 ou mais,0.0,0.0,2020-02-14
Óbitos,0,00-02,0.0,0.0,2020-02-15
Óbitos,0,03-04,0.0,0.0,2020-02-15
Óbitos,0,05-11,0.0,0.0,2020-02-15
Óbitos,0,12-17,0.0,0.0,2020-02-15
Óbitos,0,18-30,0.0,0.0,2020-02-15
Óbitos,0,31-40,0.0,0.0,2020-02-15
Óbitos,0,41-50,0.0,0.0,2020-02-15
Óbitos,0,51-60,0.0,0.0,2020-02-15
Óbitos,0,61-70,0.0,0.0,2020-02-15
Óbitos,0,71-79,0.0,0.0,2020-02-15
Óbitos,0,80 ou mais,0.0,0.0,2020-02-15
Óbitos,0,00-02,0.0,0.0,2020-02-16
Óbitos,0,03-04,0.0,0.0,2020-02-16
Óbitos,0,05-11,0.0,0.0,2020-02-16
